,assists,blocks,fg_attempts,fg_made,ft_attempts,ft_made,opponent,player,points,position,rebounds,salary,stats,steals,team,threes,turnovers,date,away,minutes_played,team_points,opponent_points,dk_pt
16386,1,1,4,2,2,2,lac,"Leonard, Meyers",7,C,5,3200,7pt 5rb 1as 1bl 1trey 2-4fg 2-2ft,0,por,1,0,2018-11-08,False,11.92,116,105,17.25
16387,1,2,5,2,0,0,por,"Marjanovic, Boban",4,C,4,5400,4pt 4rb 1as 2bl 2-5fg,0,lac,0,0,2018-11-08,True,12.25,105,116,14.5
16388,0,3,1,0,2,2,hou,"Noel, Nerlens",2,C,5,3600,2pt 5rb 3bl 0-1fg 2-2ft,0,okc,0,0,2018-11-08,False,15.72,98,80,14.25
16389,2,1,5,1,0,0,gsw,"Lopez, Brook",2,C,4,4400,2pt 4rb 2as 1st 1bl 1-5fg,1,mil,0,0,2018-11-08,True,21.5,134,111,14.0
16390,0,0,6,4,0,0,gsw,"Maker, Thon",8,PF/C,1,3000,8pt 1rb 1st 4-6fg,1,mil,0,0,2018-11-08,True,6.07,134,111,11.25
16391,1,0,5,2,0,0,lac,"Swanigan, Caleb",4,PF/C,3,3000,4pt 3rb 1as 1st 1to 2-5fg,1,por,0,1,2018-11-08,False,7.12,116,105,10.75
16392,0,1,3,1,0,0,bos,"Holmes, Richaun",2,PF/C,3,3700,2pt 3rb 1st 1bl 2to 1-3fg,1,pho,0,2,2018-11-08,False,14.7,109,116,8.75
16393,0,1,4,2,0,0,gsw,"Henson, John",4,C,3,3600,4pt 3rb 1bl 2to 2-4fg,0,mil,0,2,2018-11-08,True,13.28,134,111,8.75
16394,0,0,6,1,2,2,pho,"Baynes, Aron",4,C,4,3300,4pt 4rb 1to 1-6fg 2-2ft,0,bos,0,1,2018-11-08,True,7.15,116,109,8.5
16395,1,0,3,1,0,0,okc,"Chriss, Marquese",2,PF/C,2,3200,2pt 2rb 1as 1-3fg,0,hou,0,0,2018-11-08,True,5.07,80,98,6.0
16396,1,0,1,0,0,0,bos,"Anderson, Ryan",0,PF/C,2,3200,0pt 2rb 1as 1st 0-1fg,1,pho,0,0,2018-11-08,False,15.33,109,116,6.0
16397,0,0,3,1,0,0,hou,"Patterson, Patrick",3,PF/C,2,3400,3pt 2rb 1to 1trey 1-3fg,0,okc,1,1,2018-11-08,False,12.9,98,80,5.5
16398,1,0,1,0,0,0,pho,"Yabusele, Guerschon",0,PF/C,2,3000,0pt 2rb 1as 1to 0-1fg,0,bos,0,1,2018-11-08,True,4.12,116,109,3.5
16399,0,0,1,0,0,0,okc,"Hartenstein, Isaiah",0,PF/C,3,3100,0pt 3rb 1to 0-1fg,0,hou,0,1,2018-11-08,True,6.12,80,98,3.25
16400,13,3,15,9,6,4,cha,"Simmons, Ben",22,PG/SF,8,9800,22pt 8rb 13as 2st 3bl 3to 9-15fg 4-6ft,2,phi,0,3,2018-11-09,False,41.05,133,132,61.5
16401,9,0,29,9,10,9,phi,"Walker, Kemba",30,PG,7,9400,30pt 7rb 9as 1st 3trey 9-29fg 9-10ft,1,cha,3,0,2018-11-09,True,40.27,132,133,55.75
16402,10,0,22,9,5,3,mia,"Oladipo, Victor",22,PG/SG,5,9000,22pt 5rb 10as 4st 1to 1trey 9-22fg 3-5ft,4,ind,1,1,2018-11-09,True,36.72,110,102,52.75
16403,12,1,21,9,2,1,orl,"Wall, John",19,PG,7,9100,19pt 7rb 12as 2st 1bl 3to 9-21fg 1-2ft,2,was,0,3,2018-11-09,True,42.33,108,117,51.75
16404,6,1,21,10,4,3,orl,"Beal, Bradley",27,SG,4,7800,27pt 4rb 6as 2st 1bl 3to 4trey 10-21fg 3-4ft,2,was,4,3,2018-11-09,True,41.77,108,117,47.5
16405,10,2,7,3,12,9,min,"Fox, De'Aaron",16,PG,4,6900,16pt 4rb 10as 1st 2bl 1trey 3-7fg 9-12ft,1,sac,1,0,2018-11-09,False,33.17,121,110,44.0
16406,5,0,14,7,8,6,den,"Russell, D'Angelo",23,PG/SG,4,5600,23pt 4rb 5as 2st 2to 3trey 7-14fg 6-8ft,2,bkn,3,2,2018-11-09,True,26.1,112,110,40.0
16407,10,0,9,4,2,1,uta,"Smart, Marcus",13,PG/SG,3,4100,13pt 3rb 10as 2st 1to 4trey 4-9fg 1-2ft,2,bos,4,1,2018-11-09,True,33.22,115,123,38.75
16408,5,0,16,7,4,4,sac,"Rose, Derrick",21,PG/SG,6,6800,21pt 6rb 5as 1st 3to 3trey 7-16fg 4-4ft,1,min,3,3,2018-11-09,True,34.6,110,121,38.0
16409,3,0,13,7,3,3,uta,"Rozier, Terry",22,PG/SG,6,4900,22pt 6rb 3as 5trey 7-13fg 3-3ft,0,bos,5,0,2018-11-09,True,36.15,115,123,36.5
16410,4,0,9,5,7,7,det,"Lin, Jeremy",19,PG/SG,3,3700,19pt 3rb 4as 3st 2trey 5-9fg 7-7ft,3,atl,2,0,2018-11-09,False,21.6,109,124,35.75
16411,7,0,13,7,2,2,bos,"Rubio, Ricky",17,PG,6,6200,17pt 6rb 7as 4to 1trey 7-13fg 2-2ft,0,uta,1,4,2018-11-09,False,37.05,123,115,33.5
16412,5,0,14,5,13,10,bos,"Mitchell, Donovan",21,PG/SG,2,7100,21pt 2rb 5as 2st 5to 1trey 5-14fg 10-13ft,2,uta,1,5,2018-11-09,False,33.83,123,115,33.0
16413,4,2,10,6,8,5,mia,"Collison, Darren",17,PG,3,4200,17pt 3rb 4as 1st 2bl 1to 6-10fg 5-8ft,1,ind,0,1,2018-11-09,True,36.4,110,102,32.25
16414,6,1,11,3,6,5,den,"Dinwiddie, Spencer",12,PG/SG,6,4600,12pt 6rb 6as 1bl 1trey 3-11fg 5-6ft,0,bkn,1,0,2018-11-09,True,29.8,112,110,31.0
16415,2,0,11,7,0,0,bkn,"Morris, Monte",15,PG,6,3500,15pt 6rb 2as 1st 1trey 7-11fg,1,den,1,0,2018-11-09,False,22.12,110,112,28.0
16416,5,0,14,5,6,6,bkn,"Murray, Jamal",16,PG/SG,2,7200,16pt 2rb 5as 1st 2to 5-14fg 6-6ft,1,den,0,2,2018-11-09,False,40.43,110,112,27.0
16417,5,1,12,5,4,2,ind,"Johnson, Tyler",15,PG/SG,2,4300,15pt 2rb 5as 1bl 5to 3trey 5-12fg 2-4ft,0,mia,3,5,2018-11-09,False,33.1,102,110,26.0
16418,5,0,9,4,8,8,det,"Young, Trae",16,PG,4,7300,16pt 4rb 5as 6to 4-9fg 8-8ft,0,atl,0,6,2018-11-09,False,23.22,109,124,25.5
16419,2,1,9,5,1,1,atl,"Galloway, Langston",16,PG/SG,1,4000,16pt 1rb 2as 1bl 5trey 5-9fg 1-1ft,0,det,5,0,2018-11-09,True,23.95,124,109,24.75
16420,2,1,5,5,1,1,was,"Grant, Jerian",13,PG,3,3600,13pt 3rb 2as 1st 1bl 1to 2trey 5-5fg 1-1ft,1,orl,2,1,2018-11-09,False,22.93,117,108,24.25
16421,2,0,7,6,0,0,mia,"Joseph, Cory",14,PG,5,3600,14pt 5rb 2as 1to 2trey 6-7fg,0,ind,2,1,2018-11-09,True,31.83,110,102,23.75
16422,4,0,19,4,3,2,phi,"Monk, Malik",12,SG,3,4400,12pt 3rb 4as 2trey 4-19fg 2-3ft,0,cha,2,0,2018-11-09,True,27.47,132,133,22.75
16423,4,0,5,2,6,5,was,"Augustin, D.J.",11,PG,2,4500,11pt 2rb 4as 1st 2to 2trey 2-5fg 5-6ft,1,orl,2,2,2018-11-09,False,25.07,117,108,21.5
16424,1,0,7,5,4,3,phi,"Bacon, Dwayne",15,SG,1,3000,15pt 1rb 1as 1st 2trey 5-7fg 3-4ft,1,cha,2,0,2018-11-09,True,22.57,132,133,20.75
16425,3,0,9,4,0,0,atl,"Jackson, Reggie",10,PG/SG,2,5800,10pt 2rb 3as 1st 1to 2trey 4-9fg,1,det,2,1,2018-11-09,True,21.25,124,109,19.5
16426,3,1,9,4,0,0,atl,"Smith, Ishmael",10,PG,1,4400,10pt 1rb 3as 1bl 2trey 4-9fg,0,det,2,0,2018-11-09,True,23.1,124,109,18.75
16427,4,0,5,2,6,3,cha,"Fultz, Markelle",7,PG/SG,5,4700,7pt 5rb 4as 2to 2-5fg 3-6ft,0,phi,0,2,2018-11-09,False,23.3,133,132,18.25
16428,3,0,8,2,4,3,sac,"Jones, Tyus",7,PG/SG,3,3900,7pt 3rb 3as 1st 1to 2-8fg 3-4ft,1,min,0,1,2018-11-09,True,25.6,110,121,16.75
16429,1,0,5,3,0,0,bkn,"Beasley, Malik",8,SG,3,3200,8pt 3rb 1as 2trey 3-5fg,0,den,2,0,2018-11-09,False,22.08,110,112,14.25
16430,3,0,5,1,0,0,det,"Huerter, Kevin",2,SG,6,3300,2pt 6rb 3as 1-5fg,0,atl,0,0,2018-11-09,False,28.9,109,124,14.0
16431,4,1,11,1,2,2,bkn,"Harris, Gary",4,SG,2,5900,4pt 2rb 4as 1bl 1to 1-11fg 2-2ft,0,den,0,1,2018-11-09,False,36.37,110,112,14.0
16432,1,0,10,3,3,2,min,"Williams, Troy",8,SG,3,3400,8pt 3rb 1as 3-10fg 2-3ft,0,sac,0,0,2018-11-09,False,19.82,121,110,13.25
16433,0,0,4,3,1,1,min,"Ferrell, Yogi",8,PG/SG,2,3300,8pt 2rb 1st 1trey 3-4fg 1-1ft,1,sac,1,0,2018-11-09,False,9.1,121,110,13.0
16434,3,0,2,1,4,4,min,"Mason III, Frank",6,PG,3,3600,6pt 3rb 3as 3to 1-2fg 4-4ft,0,sac,0,3,2018-11-09,False,14.83,121,110,12.75
16435,4,0,4,2,1,1,atl,"Calderon, Jose",5,PG,1,3000,5pt 1rb 4as 2-4fg 1-1ft,0,det,0,0,2018-11-09,True,22.43,124,109,12.25
16436,2,0,5,2,0,0,phi,"Parker, Tony",4,PG,2,4200,4pt 2rb 2as 1st 2-5fg,1,cha,0,0,2018-11-09,True,13.78,132,133,11.5
16437,1,1,6,1,0,0,cha,"Shamet, Landry",3,PG,0,3400,3pt 1as 1st 1bl 1trey 1-6fg,1,phi,1,0,2018-11-09,False,18.52,133,132,9.0
16438,1,0,7,2,2,2,sac,"Okogie, Josh",6,SG,2,3800,6pt 2rb 1as 2to 2-7fg 2-2ft,0,min,0,2,2018-11-09,True,27.35,110,121,9.0
16439,1,0,3,1,3,2,bos,"Burks, Alec",5,SG,0,3700,5pt 1as 1to 1trey 1-3fg 2-3ft,0,uta,1,1,2018-11-09,False,21.2,123,115,6.5
16440,1,0,3,1,2,2,was,"Iwundu, Wes",4,SG,1,3000,4pt 1rb 1as 1to 1-3fg 2-2ft,0,orl,0,1,2018-11-09,False,14.6,117,108,6.25
16441,1,0,2,1,0,0,det,"Carter, Vince",2,SG,1,3200,2pt 1rb 1as 1-2fg,0,atl,0,0,2018-11-09,False,6.1,109,124,4.75
16442,1,0,3,0,6,2,det,"Dorsey, Tyler",2,PG,1,3000,2pt 1rb 1as 0-3fg 2-6ft,0,atl,0,0,2018-11-09,False,9.13,109,124,4.75
16443,1,0,1,0,0,0,cha,"McConnell, T.J.",0,PG/SG,2,3100,0pt 2rb 1as 0-1fg,0,phi,0,0,2018-11-09,False,3.07,133,132,4.0
16444,1,0,1,1,1,0,orl,"Rivers, Austin",2,PG/SG,1,3200,2pt 1rb 1as 3to 1-1fg 0-1ft,0,was,0,3,2018-11-09,True,23.48,108,117,3.25
16445,0,0,3,1,0,0,atl,"Thomas, Khyri",3,SG,0,3200,3pt 1to 1trey 1-3fg,0,det,1,1,2018-11-09,True,3.15,124,109,3.0
16446,0,0,1,0,0,0,atl,"Brown, Bruce",0,SG,2,3100,0pt 2rb 0-1fg,0,det,0,0,2018-11-09,True,5.0,124,109,2.5
16447,1,0,2,0,0,0,bos,"Exum, Dante",0,PG/SG,1,3800,0pt 1rb 1as 1to 0-2fg,0,uta,0,1,2018-11-09,False,2.12,123,115,2.25
16448,1,0,1,0,0,0,orl,"Satoransky, Tomas",0,PG/SG,0,3000,0pt 1as 1to 0-1fg,0,was,0,1,2018-11-09,True,7.07,108,117,1.0
16449,7,1,14,10,2,2,bos,"Ingles, Joe",27,SG/SF,5,5700,27pt 5rb 7as 1st 1bl 1to 5trey 10-14fg 2-2ft,1,uta,5,1,2018-11-09,False,35.02,123,115,49.75
16450,2,0,16,8,3,2,atl,"Johnson, Stanley",22,SF/PF,7,3800,22pt 7rb 2as 3st 4trey 8-16fg 2-3ft,3,det,4,0,2018-11-09,True,24.23,124,109,41.75
16451,4,0,14,7,6,5,uta,"Tatum, Jayson",21,SF/PF,3,6500,21pt 3rb 4as 5st 1to 2trey 7-14fg 5-6ft,5,bos,2,1,2018-11-09,True,36.22,115,123,41.25
16452,4,1,15,8,0,0,bos,"Crowder, Jae",20,SF/PF,6,5300,20pt 6rb 4as 1st 1bl 1to 4trey 8-15fg,1,uta,4,1,2018-11-09,False,30.17,123,115,39.0
16453,8,0,12,3,10,7,sac,"Butler, Jimmy",13,SG/SF,8,8600,13pt 8rb 8as 2st 3to 3-12fg 7-10ft,2,min,0,3,2018-11-09,True,41.2,110,121,37.5
16454,4,0,14,6,6,5,was,"Gordon, Aaron",20,SF/PF,7,7500,20pt 7rb 4as 3trey 6-14fg 5-6ft,0,orl,3,0,2018-11-09,False,42.33,117,108,36.25
16455,6,1,17,6,0,0,was,"Fournier, Evan",15,SG/SF,4,6400,15pt 4rb 6as 2st 1bl 3to 3trey 6-17fg,2,orl,3,3,2018-11-09,False,36.7,117,108,35.0
16456,3,0,14,6,0,0,min,"Hield, Buddy",15,SG/SF,10,6700,15pt 10rb 3as 2to 3trey 6-14fg,0,sac,3,2,2018-11-09,False,33.33,121,110,34.0
16457,2,1,13,6,2,2,cha,"Saric, Dario",18,SF/PF,9,5000,18pt 9rb 2as 1bl 5to 4trey 6-13fg 2-2ft,0,phi,4,5,2018-11-09,False,40.27,133,132,33.75
16458,5,1,14,6,9,4,den,"LeVert, Caris",17,SF,2,7000,17pt 2rb 5as 1st 1bl 1trey 6-14fg 4-9ft,1,bkn,1,0,2018-11-09,True,31.43,112,110,31.5
16459,2,0,8,3,7,6,phi,"Kidd-Gilchrist, Michael",12,SF/PF,12,4000,12pt 12rb 2as 3-8fg 6-7ft,0,cha,0,0,2018-11-09,True,26.8,132,133,31.5
16460,1,2,13,6,0,0,min,"Bjelica, Nemanja",14,SF/PF,8,5700,14pt 8rb 1as 1st 2bl 4to 2trey 6-13fg,1,sac,2,4,2018-11-09,False,27.38,121,110,30.5
16461,0,0,10,5,2,2,det,"Spellman, Omari",14,PF,10,4100,14pt 10rb 1st 1to 2trey 5-10fg 2-2ft,1,atl,2,1,2018-11-09,False,26.68,109,124,30.5
16462,1,1,12,6,2,2,phi,"Lamb, Jeremy",17,SG/SF,3,4900,17pt 3rb 1as 2st 1bl 1to 3trey 6-12fg 2-2ft,2,cha,3,1,2018-11-09,True,24.38,132,133,29.25
16463,2,0,11,5,4,4,uta,"Morris, Marcus",16,SF/PF,5,5900,16pt 5rb 2as 2st 2to 2trey 5-11fg 4-4ft,2,bos,2,2,2018-11-09,True,27.02,115,123,29.25
16464,0,0,10,6,6,5,orl,"Oubre, Kelly",19,SG/SF,4,4500,19pt 4rb 2st 2trey 6-10fg 5-6ft,2,was,2,0,2018-11-09,True,25.18,108,117,29.0
16465,6,0,17,6,5,4,ind,"Richardson, Josh",18,SG/SF,0,7400,18pt 6as 2st 6to 2trey 6-17fg 4-5ft,2,mia,2,6,2018-11-09,False,28.67,102,110,29.0
16466,3,0,11,5,2,1,was,"Ross, Terrence",12,SG/SF,7,4700,12pt 7rb 3as 2st 4to 1trey 5-11fg 1-2ft,2,orl,1,4,2018-11-09,False,29.73,117,108,27.75
16467,7,0,9,3,6,6,uta,"Hayward, Gordon",13,SG/SF,1,5000,13pt 1rb 7as 1st 1to 1trey 3-9fg 6-6ft,1,bos,1,1,2018-11-09,True,25.67,115,123,26.75
16468,2,0,16,5,3,3,min,"Shumpert, Iman",17,SG/SF,2,3700,17pt 2rb 2as 1st 1to 4trey 5-16fg 3-3ft,1,sac,4,1,2018-11-09,False,31.82,121,110,26.0
16469,4,0,16,7,1,1,cha,"Redick, J.J.",17,SG/SF,2,5200,17pt 2rb 4as 1to 2trey 7-16fg 1-1ft,0,phi,2,1,2018-11-09,False,36.68,133,132,26.0
16470,5,0,11,4,0,0,ind,"McGruder, Rodney",11,SG/SF,4,6000,11pt 4rb 5as 1st 2to 3trey 4-11fg,1,mia,3,2,2018-11-09,False,33.88,102,110,26.0
16471,1,0,9,6,2,1,mia,"Bogdanovic, Bojan",16,SG/SF,2,4400,16pt 2rb 1as 2st 2to 3trey 6-9fg 1-2ft,2,ind,3,2,2018-11-09,True,29.62,110,102,24.5
16472,4,0,9,5,0,0,atl,"Bullock, Reggie",13,SG/SF,3,3900,13pt 3rb 4as 1to 3trey 5-9fg,0,det,3,1,2018-11-09,True,23.53,124,109,23.75
16473,2,0,11,4,2,1,sac,"Gibson, Taj",9,PF,9,4900,9pt 9rb 2as 1to 4-11fg 1-2ft,0,min,0,1,2018-11-09,True,29.62,110,121,22.75
16474,1,2,6,2,0,0,phi,"Bridges, Miles",5,SF,9,3500,5pt 9rb 1as 2bl 1trey 2-6fg,0,cha,1,0,2018-11-09,True,28.42,132,133,22.25
16475,5,0,13,4,3,2,ind,"Winslow, Justise",11,SF/PF,2,5600,11pt 2rb 5as 1st 3to 1trey 4-13fg 2-3ft,1,mia,1,3,2018-11-09,False,27.78,102,110,22.0
16476,0,1,5,4,4,4,orl,"Green, Jeff",14,SF/PF,3,3800,14pt 3rb 1bl 2trey 4-5fg 4-4ft,0,was,2,0,2018-11-09,True,24.4,108,117,20.75
16477,1,4,8,2,2,2,cha,"Covington, Robert",7,SF/PF,3,5400,7pt 3rb 1as 4bl 1trey 2-8fg 2-2ft,0,phi,1,0,2018-11-09,False,30.03,133,132,20.75
16478,2,0,7,4,2,2,atl,"Robinson III, Glenn",12,SF/PF,1,3700,12pt 1rb 2as 1st 1to 2trey 4-7fg 2-2ft,1,det,2,1,2018-11-09,True,18.57,124,109,18.75
16479,2,1,7,3,6,4,bkn,"Lyles, Trey",10,SF/PF,3,4700,10pt 3rb 2as 1bl 3-7fg 4-6ft,0,den,0,0,2018-11-09,False,21.13,110,112,18.75
16480,1,1,6,4,2,1,ind,"Jones, Derrick",10,SF,2,3200,10pt 2rb 1as 1st 1bl 1trey 4-6fg 1-2ft,1,mia,1,0,2018-11-09,False,25.5,102,110,18.5
16481,1,1,4,3,2,0,cha,"Chandler, Wilson",8,SF/PF,5,3400,8pt 5rb 1as 1bl 1to 2trey 3-4fg 0-2ft,0,phi,2,1,2018-11-09,False,15.73,133,132,18.25
16482,1,1,17,4,0,0,uta,"Brown, Jaylen",9,SG/SF,4,4600,9pt 4rb 1as 1bl 1trey 4-17fg,0,bos,1,0,2018-11-09,True,29.9,115,123,18.0
16483,1,0,7,3,0,0,orl,"Porter, Otto",8,SF/PF,3,5200,8pt 3rb 1as 2st 1to 2trey 3-7fg,2,was,2,1,2018-11-09,True,23.18,108,117,17.75
16484,0,0,6,4,1,1,den,"Harris, Joe",11,SG/SF,4,4300,11pt 4rb 1st 3to 2trey 4-6fg 1-1ft,1,bkn,2,3,2018-11-09,True,26.6,112,110,17.5
16485,3,0,8,3,0,0,orl,"Morris, Markieff",7,SF/PF,5,5100,7pt 5rb 3as 3to 1trey 3-8fg,0,was,1,3,2018-11-09,True,26.0,108,117,16.75
16486,0,0,5,2,1,1,det,"Prince, Taurean",6,SF,5,5600,6pt 5rb 2st 2to 1trey 2-5fg 1-1ft,2,atl,1,2,2018-11-09,False,21.72,109,124,15.75
16487,2,0,4,2,0,0,phi,"Batum, Nicolas",5,SG/SF,2,6300,5pt 2rb 2as 2st 1to 1trey 2-4fg,2,cha,1,1,2018-11-09,True,16.73,132,133,14.5
16488,1,1,6,3,2,2,det,"Bazemore, Kent",8,SG/SF,3,5800,8pt 3rb 1as 1bl 2to 3-6fg 2-2ft,0,atl,0,2,2018-11-09,False,21.75,109,124,14.25
16489,0,2,7,2,2,2,min,"Bagley, Marvin",6,PF,2,4500,6pt 2rb 2bl 1to 2-7fg 2-2ft,0,sac,0,1,2018-11-09,False,16.3,121,110,12.0
16490,1,1,5,1,2,1,den,"Dudley, Jared",4,SF/PF,4,3300,4pt 4rb 1as 1bl 2to 1trey 1-5fg 1-2ft,0,bkn,1,2,2018-11-09,True,24.22,112,110,12.0
16491,1,0,4,2,0,0,cha,"Bolden, Jonah",5,PF,4,3000,5pt 4rb 1as 1to 1trey 2-4fg,0,phi,1,1,2018-11-09,False,10.95,133,132,11.5
16492,0,0,6,2,4,4,den,"Carroll, DeMarre",9,SF/PF,2,3500,9pt 2rb 1to 1trey 2-6fg 4-4ft,0,bkn,1,1,2018-11-09,True,14.13,112,110,11.5
16493,0,0,7,3,0,0,den,"Crabbe, Allen",8,SG/SF,2,3700,8pt 2rb 2trey 3-7fg,0,bkn,2,0,2018-11-09,True,23.18,112,110,11.5
16494,0,0,6,2,8,4,det,"Bembry, DeAndre",8,SF,3,4600,8pt 3rb 1to 2-6fg 4-8ft,0,atl,0,1,2018-11-09,False,17.47,109,124,11.25
16495,2,0,4,1,0,0,ind,"Ellington, Wayne",3,SG/SF,2,3700,3pt 2rb 2as 1st 1to 1trey 1-4fg,1,mia,1,1,2018-11-09,False,23.72,102,110,10.5
16496,0,0,5,2,0,0,sac,"Tolliver, Anthony",6,SF/PF,1,3200,6pt 1rb 1st 2trey 2-5fg,1,min,2,0,2018-11-09,True,18.38,110,121,10.25
16497,1,0,2,1,4,1,mia,"Young, Thaddeus",3,SF/PF,4,4800,3pt 4rb 1as 1st 3to 1-2fg 1-4ft,1,ind,0,3,2018-11-09,True,16.88,110,102,10.0
16498,1,0,10,3,2,2,mia,"Evans, Tyreke",8,SG/SF,0,4100,8pt 1as 1st 4to 3-10fg 2-2ft,1,ind,0,4,2018-11-09,True,18.25,110,102,9.5
16499,0,0,6,2,2,2,was,"Simmons, Jonathon",6,SG/SF,1,3500,6pt 1rb 1st 2-6fg 2-2ft,1,orl,0,0,2018-11-09,False,14.97,117,108,9.25
16500,1,0,3,1,0,0,phi,"Williams, Marvin",3,SF/PF,1,4200,3pt 1rb 1as 1st 1trey 1-3fg,1,cha,1,0,2018-11-09,True,14.58,132,133,8.25
16501,0,0,1,1,0,0,mia,"McDermott, Doug",3,SF/PF,2,3200,3pt 2rb 1st 1to 1trey 1-1fg,1,ind,1,1,2018-11-09,True,15.18,110,102,7.5
16502,0,0,4,2,0,0,sac,"Williams, C.J.",4,SG/SF,1,3000,4pt 1rb 1st 1to 2-4fg,1,min,0,1,2018-11-09,True,10.97,110,121,6.75
16503,1,0,5,1,0,0,bkn,"Craig, Torrey",3,SG/SF,1,3300,3pt 1rb 1as 1trey 1-5fg,0,den,1,0,2018-11-09,False,9.03,110,112,6.25
16504,0,0,3,1,0,0,det,"Poythress, Alex",3,SF,2,3000,3pt 2rb 1trey 1-3fg,0,atl,1,0,2018-11-09,False,10.92,109,124,6.0
16505,0,0,2,1,0,0,bos,"O'Neale, Royce",2,SF,4,3600,2pt 4rb 2to 1-2fg,0,uta,0,2,2018-11-09,False,14.07,123,115,6.0
16506,0,0,2,1,0,0,bkn,"Hernangomez, Juan",2,SF/PF,2,3900,2pt 2rb 1-2fg,0,den,0,0,2018-11-09,False,13.8,110,112,4.5
16507,2,0,2,0,0,0,min,"Jackson, Justin",0,SF,1,3500,0pt 1rb 2as 0-2fg,0,sac,0,0,2018-11-09,False,6.08,121,110,4.25
16508,0,0,2,1,0,0,uta,"Ojeleye, Semi",3,PF,0,3100,3pt 1trey 1-2fg,0,bos,1,0,2018-11-09,True,8.1,115,123,3.5
16509,0,0,2,1,0,0,mia,"Leaf, TJ",2,PF,1,3100,2pt 1rb 1-2fg,0,ind,0,0,2018-11-09,True,7.12,110,102,3.25
16510,0,0,2,1,0,0,sac,"Nunnally, James",2,SG/SF,0,3000,2pt 1-2fg,0,min,0,0,2018-11-09,True,4.12,110,121,2.0
16511,0,0,0,0,0,0,ind,"Robinson, Duncan",0,SF,1,3000,0pt 1rb,0,mia,0,0,2018-11-09,False,5.05,102,110,1.25
16512,1,0,1,0,0,0,bos,"Niang, Georges",0,PF,0,3100,0pt 1as 1to 0-1fg,0,uta,0,1,2018-11-09,False,8.05,123,115,1.0
16513,0,0,0,0,0,0,uta,"Yabusele, Guerschon",0,PF,0,3000,0pt,0,bos,0,0,2018-11-09,True,0.28,115,123,0.0
16514,4,4,18,11,22,19,cha,"Embiid, Joel",42,C,18,11200,42pt 18rb 4as 4bl 3to 1trey 11-18fg 19-22ft,0,phi,1,3,2018-11-09,False,39.05,133,132,79.0
16515,3,2,22,14,10,8,bkn,"Jokic, Nikola",37,C,21,9200,37pt 21rb 3as 1st 2bl 6to 1trey 14-22fg 8-10ft,1,den,1,6,2018-11-09,False,33.2,110,112,72.75
16516,1,1,27,15,7,7,sac,"Towns, Karl-Anthony",39,C,19,8900,39pt 19rb 1as 1bl 4to 2trey 15-27fg 7-7ft,0,min,2,4,2018-11-09,True,39.6,110,121,66.75
16517,3,2,16,10,0,0,was,"Vucevic, Nikola",21,C,14,8100,21pt 14rb 3as 1st 2bl 2to 1trey 10-16fg,1,orl,1,2,2018-11-09,False,30.63,117,108,50.0
16518,1,4,15,10,7,3,atl,"Drummond, Andre",23,C,11,9600,23pt 11rb 1as 1st 4bl 3to 10-15fg 3-7ft,1,det,0,3,2018-11-09,True,32.58,124,109,48.25
16519,1,4,8,5,5,1,ind,"Whiteside, Hassan",11,C,20,8200,11pt 20rb 1as 4bl 4to 5-8fg 1-5ft,0,mia,0,4,2018-11-09,False,33.45,102,110,45.0
16520,2,5,14,7,8,4,den,"Allen, Jarrett",18,C,9,5300,18pt 9rb 2as 1st 5bl 7-14fg 4-8ft,1,bkn,0,0,2018-11-09,True,30.63,112,110,44.25
16521,2,2,8,6,5,5,bos,"Gobert, Rudy",17,C,15,7700,17pt 15rb 2as 2bl 6-8fg 5-5ft,0,uta,0,0,2018-11-09,False,36.02,123,115,44.25
16522,1,1,7,6,8,5,mia,"Sabonis, Domantas",17,PF/C,11,6300,17pt 11rb 1as 1bl 2to 6-7fg 5-8ft,0,ind,0,2,2018-11-09,True,24.03,110,102,34.75
16523,9,0,10,2,3,1,atl,"Griffin, Blake",6,PF/C,9,10000,6pt 9rb 9as 2st 1to 1trey 2-10fg 1-3ft,2,det,1,1,2018-11-09,True,25.95,124,109,34.75
16524,1,0,16,11,4,2,min,"Cauley-Stein, Willie",25,C,5,6600,25pt 5rb 1as 1to 1trey 11-16fg 2-4ft,0,sac,1,1,2018-11-09,False,28.6,121,110,32.75
16525,2,0,8,6,7,5,ind,"Olynyk, Kelly",20,PF/C,4,4300,20pt 4rb 2as 1to 3trey 6-8fg 5-7ft,0,mia,3,1,2018-11-09,False,21.27,102,110,29.0
16526,3,2,10,6,0,0,uta,"Horford, Al",13,PF/C,4,6200,13pt 4rb 3as 1st 2bl 2to 1trey 6-10fg,1,bos,1,2,2018-11-09,True,28.53,115,123,28.0
16527,0,1,8,4,6,3,bkn,"Millsap, Paul",11,PF/C,11,5100,11pt 11rb 1bl 3to 4-8fg 3-6ft,0,den,0,3,2018-11-09,False,26.87,110,112,26.75
16528,2,0,4,3,0,0,min,"Koufos, Kosta",6,C,9,3200,6pt 9rb 2as 3st 3-4fg,3,sac,0,0,2018-11-09,False,19.4,121,110,26.25
16529,3,2,8,7,0,0,was,"Bamba, Mohamed",15,C,2,4000,15pt 2rb 3as 2bl 1to 1trey 7-8fg,0,orl,1,1,2018-11-09,False,17.37,117,108,26.0
